text,CompSci.topic,Physics.topic,Math.topic,Statistics.topic
"  We introduce orbital graphs and discuss some of their basic properties. Then
we focus on their usefulness for search algorithms for permutation groups,
including finding the intersection of groups and the stabilizer of sets in a
group.
",TRUE,FALSE,TRUE,FALSE
"  We propose a new mathematical model for the spread of Zika virus. Special
attention is paid to the transmission of microcephaly. Numerical simulations
show the accuracy of the model with respect to the Zika outbreak occurred in
Brazil.
",FALSE,FALSE,TRUE,FALSE
"  We estimate the spin distribution of primordial black holes based on the
recent study of the critical phenomena in the gravitational collapse of a
rotating radiation fluid. We find that primordial black holes are mostly slowly
rotating.
",FALSE,TRUE,FALSE,FALSE
"  In this report, it is shown that Cr doped into the bulk and Cr deposited on
the surface of Bi2Se3 films produced by molecular beam epitaxy (MBE) have
strikingly different effects on both the electronic structure and chemical
environment.
",FALSE,TRUE,FALSE,FALSE
"  Based on the convex least-squares estimator, we propose two different
procedures for testing convexity of a probability mass function supported on N
with an unknown finite support. The procedures are shown to be asymptotically
calibrated.
",FALSE,FALSE,TRUE,TRUE
"  Neville's algorithm is known to provide an efficient and numerically stable
solution for polynomial interpolations. In this paper, an extension of this
algorithm is presented which includes the derivatives of the interpolating
polynomial.
",TRUE,FALSE,FALSE,FALSE
"  We study the Whitehead torsions of inertial h-cobordisms, and identify
various types representing a nested sequence of subsets of the Whitehead group.
A number of examples are given to show that these subsets are all different in
general.
",FALSE,FALSE,TRUE,FALSE
"  In this paper we construct explicit smooth solutions to the Strominger system
on generalized Calabi-Gray manifolds, which are compact non-Kähler Calabi-Yau
3-folds with infinitely many distinct topological types and sets of Hodge
numbers.
",FALSE,FALSE,TRUE,FALSE
"  Let U be the complement of a smooth anticanonical divisor in a del Pezzo
surface of degree at most 7 over a number field k. We show that there is an
effective uniform bound for the size of the Brauer group of U in terms of the
degree of k.
",FALSE,FALSE,TRUE,FALSE
"  We establish a link between trace modules and rigidity in modules over
Noetherian rings. Using the theory of trace ideals we make partial progress on
a question of Dao, and on the Auslander-Reiten conjecture over Artinian
Gorenstein rings.
",FALSE,FALSE,TRUE,FALSE
"  We introduce quiver gauge theory associated with the non-simply-laced type
fractional quiver, and define fractional quiver W-algebras by using
construction of arXiv:1512.08533 and arXiv:1608.04651 with representation of
fractional quivers.
",FALSE,FALSE,TRUE,FALSE
"  A general theory of presentations for d-frames does not yet exist. We review
the difficulties and give sufficient conditions for when they can be overcome.
As an application we prove that the category of d-frames is closed under
coproducts.
",TRUE,FALSE,TRUE,FALSE
"  In classification problems, the mode of the conditional probability
distribution, i.e., the most probable category, is the Bayes classifier under
zero-one or misclassification loss. Under any other cost structure, the mode
fails to persist.
",FALSE,FALSE,TRUE,TRUE
"  In this paper we study the category LCA(2) of certain non-locally compact
abelian topological groups, and extend the notion of Weil index. As
applications we deduce some product formulas for curves over local fields and
arithmetic surfaces.
",FALSE,FALSE,TRUE,FALSE
"  This note discusses proofs for convergence of first-order methods based on
simple potential-function arguments. We cover methods like gradient descent
(for both smooth and non-smooth settings), mirror descent, and some accelerated
variants.
",TRUE,FALSE,FALSE,FALSE
"  We carry out a comprehensive analysis of letter frequencies in contemporary
written Marathi. We determine sets of letters which statistically predominate
any large generic Marathi text, and use these sets to estimate the entropy of
Marathi.
",TRUE,FALSE,FALSE,FALSE
"  In this paper, Legendre curves on unit tangent bundle are given using
rotation minimizing (RM) vector fields. Ruled surfaces corresponding to these
curves are represented. Singularities of these ruled surfaces are also analyzed
and classifed.
",FALSE,FALSE,TRUE,FALSE
"  We give some examples of the existence of solutions of geometric PDEs (Yamabe
equation, Prescribed Scalar Curvature Equation, Gaussian curvature).We also
give some remarks on second order PDE and Green functions and on the maximum
principles.
",FALSE,FALSE,TRUE,FALSE
"  We introduce a new model describing multiple resonances in Kerr optical
cavities. It perfectly agrees quantitatively with the Ikeda map and predicts
complex phenomena such as super cavity solitons and coexistence of multiple
nonlinear states.
",FALSE,TRUE,FALSE,FALSE
"  In this paper, we study the non-self dual extended Harper's model with
Liouvillean frequency. By establishing quantitative reducibility results
together with the averaging method, we prove that the lengths of spectral gaps
decay exponentially.
",FALSE,FALSE,TRUE,FALSE
"  The simplest model of the magnetized infinitely thin electron beam is
considered. The basic equations that describe the periodic solutions for a
self-consistent system of a couple of Maxwell equations and equations for the
medium are obtained.
",FALSE,TRUE,FALSE,FALSE
"  The main aim of this article is to give a necessary and sufficient condition
for a real Bott manifold to admit a spin structure and further give a
combinatorial characterization for the spin structure in terms of the
associated acyclic digraph.
",FALSE,FALSE,TRUE,FALSE
"  We show that any totally geodesic submanifold of Teichmuller space of
dimension greater than one covers a totally geodesic subvariety, and only
finitely many totally geodesic subvarieties of dimension greater than one exist
in each moduli space.
",FALSE,FALSE,TRUE,FALSE
"  We study a relationship between the ultraproduct of a crossed product von
Neumann algebra and the crossed product of an ultraproduct von Neumann algebra.
As an application, the continuous core of an ultraproduct von Neumann algebra
is described.
",FALSE,FALSE,TRUE,FALSE
"  In this paper we establish square-function estimates on the double and single
layer potentials with rough inputs for divergence form elliptic operators, of
arbitrary even order 2m, with variable t-independent coefficients in the upper
half-space.
",FALSE,FALSE,TRUE,FALSE
"  We prove that a representation of the fundamental group of a quasi-projective
manifold into the group of formal diffeomorphisms of one variable either is
virtually abelian or, after taking the quotient by its center, factors through
an orbicurve.
",FALSE,FALSE,TRUE,FALSE
"  We show that finite Milnor-Witt correspondences satisfy a cancellation
theorem with respect to the pointed multiplicative group scheme. This has
several notable applications in the theory of Milnor-Witt motives and
Milnor-Witt motivic cohomology.
",FALSE,FALSE,TRUE,FALSE
"  We study the homotopy groups of generic leaves of logarithmic foliations on
complex projective manifolds. We exhibit a relation between the homotopy groups
of a generic leaf and of the complement of the polar divisor of the logarithmic
foliation.
",FALSE,FALSE,TRUE,FALSE
"  Liouville type theorems for the stationary Navier-Stokes equations are proven
under certain assumptions. These assumptions are motivated by conditions that
appear in Liouvile type theorems for the heat equations with a given divergence
free drift.
",FALSE,FALSE,TRUE,FALSE
"  We obtain some necessary and sufficient conditions for the boundedness of a
family of positive operators defined on symmetric cones, we then deduce
off-diagonal boundedness of associated Bergman-type operators in tube domains
over symmetric cones.
",FALSE,FALSE,TRUE,FALSE
"  We study the Bratteli diagram of 2-Sylow subgroups of symmetric groups. We
show that it is simple, has a recursive structure, and self-similarities at all
scales. We contrast its subgraph of one-dimensional representations with the
Macdonald tree.
",FALSE,FALSE,TRUE,FALSE
"  In this article we study the existence and strong consistency of GEE
estimators, when the generalized estimating functions are martingales with
random coefficients. Furthermore, we characterize estimating functions which
are asymptotically optimal.
",FALSE,FALSE,TRUE,TRUE
"  In this paper we extend the known results of analytic connectivity to
non-uniform hypergraphs. We prove a modified Cheeger's inequality and also give
a bound on analytic connectivity with respect to the degree sequence and
diameter of a hypergraph.
",TRUE,FALSE,FALSE,FALSE
"  We prove a triangulation theorem for semi-algebraic sets over a p-adically
closed field, quite similar to its real counterpart. We derive from it several
applications like the existence of flexible retractions and splitting for
semi-algebraic sets.
",FALSE,FALSE,TRUE,FALSE
"  We study VC-dimension of short formulas in Presburger Arithmetic, defined to
have a bounded number of variables, quantifiers and atoms. We give both lower
and upper bounds, which are tight up to a polynomial factor in the bit length
of the formula.
",TRUE,FALSE,TRUE,FALSE
"  Arbitrarily many pairwise inequivalent modular categories can share the same
modular data. We exhibit a family of examples that are module categories over
twisted Drinfeld doubles of finite groups, and thus in particular integral
modular categories.
",FALSE,FALSE,TRUE,FALSE
"  We formulate Bayesian updates in Markov processes by means of path integral
techniques and derive the imaginary-time Schrödinger equation with
likelihood to direct the inference incorporated as a potential for the
posterior probability distribution
",FALSE,FALSE,TRUE,TRUE
"  We investigate some extremal problems in Fourier analysis and their
connection to a problem in prime number theory. In particular, we improve the
current bounds for the largest possible gap between consecutive primes assuming
the Riemann hypothesis.
",FALSE,FALSE,TRUE,FALSE
"  A 2.1 MeV, 10 mA CW RFQ has been installed and commissioned at Fermilab's
test accelerator known as PIP-II Injector Test. This report describes the
measurements of the beam properties after acceleration in the RFQ, including
the energy and emittance.
",FALSE,TRUE,FALSE,FALSE
"  Accurately predicting machine failures in advance can decrease maintenance
cost and help allocate maintenance resources more efficiently. Logistic
regression was applied to predict machine state 24 hours in the future given
the current machine state.
",FALSE,FALSE,FALSE,TRUE
"  We compute the maximal halfspace depth for a class of permutation-invariant
distributions on the probability simplex. The derivations are based on
stochastic ordering results that so far were only showed to be relevant for the
Behrens-Fisher problem.
",FALSE,FALSE,TRUE,TRUE
"  For its high coefficient of performance and zero local emissions, the heat
pump (HP) has recently become popular in North Europe and China. However, the
integration of HPs may aggravate the daily peak-valley gap in distribution
networks significantly.
",TRUE,FALSE,FALSE,FALSE
"  We prove a general family of congruences for Bernoulli numbers whose index is
a polynomial function of a prime, modulo a power of that prime. Our family
generalizes many known results, including the von Staudt--Clausen theorem and
Kummer's congruence.
",FALSE,FALSE,TRUE,FALSE
"  We provide here a thermodynamic analog of the Braess road-network paradox
with irreversible engines working between reservoirs that are placed at
vertices of the network. Paradoxes of different kinds reappear, emphasizing the
specialty of the network.
",FALSE,TRUE,FALSE,FALSE
"  We study a dynamical system induced by the Artin reciprocity map for a global
field. We translate the conjugacy of such dynamical systems into various
arithmetical properties that are equivalent to field isomorphism, relating it
to anabelian geometry.
",FALSE,FALSE,TRUE,FALSE
"  We tightly analyze the sample complexity of CCA, provide a learning algorithm
that achieves optimal statistical performance in time linear in the required
number of samples (up to log factors), as well as a streaming algorithm with
similar guarantees.
",TRUE,FALSE,FALSE,TRUE
"  A new characterization of CMO(R^n) is established by the local mean
oscillation. Some characterizations of iterated compact commutators on weighted
Lebesgue spaces are given, which are new even in the unweighted setting for the
first order commutators.
",FALSE,FALSE,TRUE,FALSE
"  In this note, we provide critical commentary on two articles that cast doubt
on the validity and implications of Birnbaum's theorem: Evans (2013) and Mayo
(2014). In our view, the proof is correct and the consequences of the theorem
are alive and well.
",FALSE,FALSE,TRUE,TRUE
"  We characterize certain noncommutative domains in terms of noncommutative
holomorphic equivalence via a pseudometric that we define in purely algebraic
terms. We prove some properties of this pseudometric and provide an application
to free probability.
",FALSE,FALSE,TRUE,FALSE
"  We demonstrated a novel on-chip polarization controlling structure,
fabricated by standard 0.18-um foundry technology. It achieved polarization
rotation with a size of 0.726 um * 5.27 um and can be easily extended into
dynamic polarization controllers.
",FALSE,TRUE,FALSE,FALSE
"  We study the large time behaviour of the mass (size) of particles described
by the fragmentation equation with homogeneous breakup kernel. We give
necessary and sufficient conditions for the convergence of solutions to the
unique self-similar solution.
",FALSE,FALSE,TRUE,FALSE
"  In this article we introduce how to put vague hyperprior on Dirichlet
distribution, and we update the parameter of it by adaptive rejection sampling
(ARS). Finally we analyze this hyperprior in an over-fitted mixture model by
some synthetic experiments.
",TRUE,FALSE,FALSE,FALSE
"  In this paper we prove a refined version of a theorem by Tamagawa and
Mochizuki on isomorphisms between (tame) arithmetic fundamental groups of
hyperbolic curves over finite fields, where one ""ignores"" the information
provided by a ""small"" set of primes.
",FALSE,FALSE,TRUE,FALSE
"  WTe2 and its sister alloys have attracted tremendous attentions recent years
due to the large non-saturating magnetoresistance and topological non-trivial
properties. Herein, we briefly review the electrical property studies on this
new quantum material.
",FALSE,TRUE,FALSE,FALSE
"  We give a new axiomatization of the N-pseudospace, studied in [2]
(Tent(2014)) and [1] (Baudisch,Martin-Pizarro,Ziegler(2014)) based on the
zigzags introduced in [2]. We also present a more detailed account of the
characterization of forking given in [2].
",FALSE,FALSE,TRUE,FALSE
"  In this note, we show the class of finite, epistemic programs to be Turing
complete. Epistemic programs is a widely used update mechanism used in
epistemic logic, where it such are a special type of action models: One which
does not contain postconditions.
",TRUE,FALSE,FALSE,FALSE
"  In this present study, we investigate solutions for fractional kinetic
equations, involving k-Struve functions using Sumudu transform. The methodology
and results can be considered and applied to various related fractional
problems in mathematical physics.
",FALSE,FALSE,TRUE,FALSE
"  Let (M,g) be a complete noncompact riemannian manifold with bounded geometry
and parallel Ricci curvature. We show that some operators, ""affine"" relatively
to the Ricci curvature, are locally invertible, in some classical Sobolev
spaces, near the metric g.
",FALSE,FALSE,TRUE,FALSE
"  This Chapter, ""High-dimensional ABC"", is to appear in the forthcoming
Handbook of Approximate Bayesian Computation (2018). It details the main ideas
and concepts behind extending ABC methods to higher dimensions, with supporting
examples and illustrations.
",FALSE,FALSE,FALSE,TRUE
"  This note deals with certain properties of convex functions. We provide
results on the convexity of the set of minima of these functions, the behaviour
of their subgradient set under restriction, and optimization of these functions
over an affine subspace.
",FALSE,FALSE,TRUE,FALSE
"  We present analytic self-similar solutions for the one, two and three
dimensional Madelung hydrodynamical equation for a free particle. There is a
direct connection between the zeros of the Madelung fluid density and the
magnitude of the quantum potential.
",FALSE,FALSE,TRUE,FALSE
"  In this paper, the formulas of some exponential sums over finite field,
related to the Coulter's polynomial, are settled based on the Coulter's
theorems on Weil sums, which may have potential application in the construction
of linear codes with few weights.
",TRUE,FALSE,FALSE,FALSE
"  We develop new closed form representations of sums of (n + {\alpha})th
shifted harmonic numbers and reciprocal binomial coefficients in terms of
{\alpha}th shifted harmonic numbers. Some interesting new consequences and
illustrative examples are considered.
",FALSE,FALSE,TRUE,FALSE
"  We give a new bound on the number of collinear triples for two arbitrary
subsets of a finite field. This improves on existing results which rely on the
Cauchy inequality. We then us this to provide a new bound on trilinear and
quadrilinear exponential sums.
",FALSE,FALSE,TRUE,FALSE
"  We present a new oblivious walking strategy for convex subdivisions. Our walk
is faster than the straight walk and more generally applicable than the
visibility walk. To prove termination of our walk we use a novel monotonically
decreasing distance measure.
",TRUE,FALSE,FALSE,FALSE
"  A stress is applied at the flat face and the apex of a prismatic
piezoelectric crystal. The voltage generated at these points differs in order
of magnitude. The result may be used to nondestructively test the uniformity of
surfaces of piezoelectric crystals.
",FALSE,TRUE,FALSE,FALSE
"  Spectral clustering and Singular Value Decomposition (SVD) are both widely
used technique for analyzing graph data. In this note, I will present their
connections using simple linear algebra, aiming to provide some in-depth
understanding for future research.
",TRUE,FALSE,FALSE,FALSE
"  This article discusses how the automation of tensor algorithms, based on A
Mathematics of Arrays and Psi Calculus, and a new way to represent numbers,
Unum Arithmetic, enables mechanically provable, scalable, portable, and more
numerically accurate software.
",TRUE,FALSE,FALSE,FALSE
"  We introduce a notion of nodal domains for positivity preserving forms. This
notion generalizes the classical ones for Laplacians on domains and on graphs.
We prove the Courant nodal domain theorem in this generalized setting using
purely analytical methods.
",FALSE,FALSE,TRUE,FALSE
"  We prove that the Büchi topology and the automatic topology are Polish. We
also show that this cannot be fully extended to the case of a space of infinite
labelled binary trees; in particular the Büchi and the Muller topologies are
not Polish in this case.
",TRUE,FALSE,TRUE,FALSE
"  We provide a uniform framework to study the exceptional homogeneous compact
geometries of type C3. This framework is then used to show that these are
simply connected, answering a question by Kramer and Lytchak, and to calculate
the full automorphism groups.
",FALSE,FALSE,TRUE,FALSE
"  This paper reproduces the text of a part of the Author's DPhil thesis. It
gives a proof of the classification of non-trivial, finite homogeneous
geometries of sufficiently high dimension which does not depend on the
classification of the finite simple groups.
",FALSE,FALSE,TRUE,FALSE
"  Uniform convergence rates are provided for asymptotic representations of
sample extremes. These bounds which are universal in the sense that they do not
depend on the extreme value index are meant to be extended to arbitrary samples
extremes in coming papers.
",FALSE,FALSE,FALSE,TRUE
"  We consider restricted light ray transforms arising from an inverse problem
of finding cosmic strings. We construct a relative left parametrix for the
transform on two tensors, which recovers the space-like and some light-like
singularities of the two tensor.
",FALSE,FALSE,TRUE,FALSE
"  We describe a Markov latent state space (MLSS) model, where the latent state
distribution is a decaying mixture over multiple past states. We present a
simple sampling algorithm that allows to approximate such high-order MLSS with
fixed time and memory costs.
",TRUE,FALSE,FALSE,TRUE
"  It is proven that an infinite finitely generated group cannot be elementarily
equivalent to an ultraproduct of finite groups of a given Prüfer rank.
Furthermore, it is shown that an infinite finitely generated group of finite
Prüfer rank is not pseudofinite.
",FALSE,FALSE,TRUE,FALSE
"  Proposed the computerized method for calculating the relative level of order
composites. Correlation between a level of structure order and properties of
solids is shown. Discussed the possibility of clarifying the terminology used
in describing the structure.
",TRUE,FALSE,FALSE,FALSE
"  The existence of elliptic periodic solutions of a perturbed Kepler problem is
proved. The equations are in the plane and the perturbation depends
periodically on time. The proof is based on a local description of the
symplectic group in two degrees of freedom.
",FALSE,FALSE,TRUE,FALSE
"  In this paper we introduce an easily verifiable sufficient condition to
determine whether an algebra is quasi-hereditary. In the case of monomial
algebras, we give conditions that are both necessary and sufficient to show
whether an algebra is quasi-hereditary.
",FALSE,FALSE,TRUE,FALSE
"  In this paper we prove the uniqueness and radial symmetry of minimizers for
variational problems that model several phenomena. The uniqueness is a
consequence of the convexity of the functional. The main technique is Fourier
transform of tempered distributions.
",FALSE,FALSE,TRUE,FALSE
"  This survey contains the main results in rational homotopy, from the
beginning to the most recent ones. It makes the status of the art, gives a
short presentation of some areas where rational homotopy has been used, and
contains a lot of important open problems
",FALSE,FALSE,TRUE,FALSE
"  We consider a certain definite integral involving the product of two
classical hypergeometric functions having complicated arguments. We show in
this paper the surprising fact that this integral does not depend on the
parameters of the hypergeometric functions.
",FALSE,FALSE,TRUE,FALSE
"  We present a baseline approach for cross-modal knowledge fusion. Different
basic fusion methods are evaluated on existing embedding approaches to show the
potential of joining knowledge about certain concepts across modalities in a
fused concept representation.
",TRUE,FALSE,FALSE,TRUE
"  In this paper we deal with composite rational functions having zeros and
poles forming consecutive elements of an arithmetic progression. We also
correct a result published earlier related to composite rational functions
having a fixed number of zeros and poles.
",FALSE,FALSE,TRUE,FALSE
"  In this paper, ellipsoid method for linear programming is derived using only
minimal knowledge of algebra and matrices. Unfortunately, most authors first
describe the algorithm, then later prove its correctness, which requires a good
knowledge of linear algebra.
",TRUE,FALSE,FALSE,FALSE
"  Kiyota, Murai and Wada conjectured in 2002 that the largest eigenvalue of the
Cartan matrix C of a block of a finite group is rational if and only if all
eigenvalues of C are rational. We provide a counterexample to this conjecture
and discuss related questions.
",FALSE,FALSE,TRUE,FALSE
"  We consider the RANSAC algorithm in the context of subspace recovery and
subspace clustering. We derive some theory and perform some numerical
experiments. We also draw some correspondences with the methods of Hardt and
Moitra (2013) and Chen and Lerman (2009b).
",FALSE,FALSE,TRUE,TRUE
"  We present a new algorithm for constructive recognition of the Suzuki groups
in their natural representations. The algorithm runs in Las Vegas polynomial
time given a discrete logarithm oracle. An implementation is available in the
Magma computer algebra system.
",TRUE,FALSE,TRUE,FALSE
"  In a former paper the authors introduced two new systematic authentication
codes based on the Gray map over a Galois ring. In this paper, it is proved the
one-to-one onto correspondence between keys and encoding maps for the second
introduced authentication code.
",TRUE,FALSE,TRUE,FALSE
"  In this work, we outline the entropy viscosity method and discuss how the
choice of scaling influences the size of viscosity for a simple shock problem.
We present examples to illustrate the performance of the entropy viscosity
method under two distinct scalings.
",FALSE,FALSE,TRUE,FALSE
"  We describe a mathematical link between aspects of information theory, called
pairwise comparisons, and discretized gauge theories. The link is made by the
notion of holonomy along the edges of a simplex. This correspondance leads to
open questions in both field.
",FALSE,FALSE,TRUE,FALSE
"  We prove sharp decoupling inequalities for a class of two dimensional
non-degenerate surfaces in R^5, introduced by Prendiville. As a consequence, we
obtain sharp bounds on the number of integer solutions of the Diophantine
systems associated with these surfaces.
",FALSE,FALSE,TRUE,FALSE
"  In this paper, we study the robustness of network topologies. We use the
concept of percolation as measuring tool to assess the reliability polynomial
of those systems which can be modeled as a general inhomogeneous random graph
as well as scale-free random graph.
",FALSE,FALSE,TRUE,TRUE
"  Our aim in this paper is to establish some strong stability properties of a
solution of a stochastic differential equation driven by a fractional Brownian
motion for which the pathwise uniqueness holds. The results are obtained using
Skorokhod's selection theorem.
",FALSE,FALSE,TRUE,FALSE
"  This article provides a short review of some structural results in controlled
sensing when the problem is formulated as a partially observed Markov decision
process. In particular, monotone value functions, Blackwell dominance and
quickest detection are described.
",TRUE,FALSE,FALSE,FALSE
"  We discuss computability and computational complexity of conformal mappings
and their boundary extensions. As applications, we review the state of the art
regarding computability and complexity of Julia sets, their invariant measures
and external rays impressions.
",FALSE,FALSE,TRUE,FALSE
"  We give a few explicit examples which answer an open minded question of
Professor Igor Dolgachev on complex dynamics of the inertia group of a smooth
rational curve on a projective K3 surface and its variants for a rational
surface and a non-projective K3 surface.
",FALSE,FALSE,TRUE,FALSE
"  We define the Abelian distribution and study its basic properties. Abelian
distributions arise in the context of neural modeling and describe the size of
neural avalanches in fully-connected integrate-and-fire models of
self-organized criticality in neural systems.
",FALSE,TRUE,FALSE,FALSE
"  We examine spectral operator-theoretic properties of linear and nonlinear
dynamical systems with equilibrium and quasi-periodic attractors and use such
properties to characterize a class of datasets and introduce a new notion of
the principal dimension of the data.
",FALSE,TRUE,TRUE,FALSE
"  We give a necessary and sufficient condition for the maximum principle of
Schrödinger operators in terms of the bottom of the spectrum of
time-changed processes. As a corollary, we obtain a sufficient condition for
the Liouville property of Schrödinger operators.
",FALSE,FALSE,TRUE,FALSE
"  We prove that the automorphism group of a topological parallelism on real
projective 3-space is compact. In a preceding article it was proved that at
least the connected component of the identity is compact. The present proof
does not depend on that earlier result.
",FALSE,FALSE,TRUE,FALSE
"  We show that monochromatic Finsler metrics, i.e., Finsler metrics such that
each two tangent spaces are isomorphic as normed spaces, are generalized
Berwald metrics, i.e., there exists an affine connection, possibly with
torsion, that preserves the Finsler function
",FALSE,FALSE,TRUE,FALSE
"  Characteristic cycles and leading term cycles of irreducible highest weight
Harish-Chandra modules of regular integral infinitesimal character are
determined. In the simply laced cases they are irreducible, but in the
nonsimply laced cases they are more complicated.
",FALSE,FALSE,TRUE,FALSE
"  It is an open question whether the linear extension complexity of the
Cartesian product of two polytopes P, Q is the sum of the extension
complexities of P and Q. We give an affirmative answer to this question for the
case that one of the two polytopes is a pyramid.
",TRUE,FALSE,TRUE,FALSE
"  The aim of this work is to propose a first coarse-grained model of Bacillus
subtilis cell wall, handling explicitly the existence of multiple layers of
peptidoglycans. In this first work, we aim at the validation of the recently
proposed ""three under two"" principle.
",FALSE,TRUE,FALSE,FALSE
"  This paper is devoted to the uniqueness problem of the power of a meromorphic
function with its differential polynomial sharing a set. Our result will extend
a number of results obtained in the theory of normal families. Some questions
are posed for future research.
",FALSE,FALSE,TRUE,FALSE
"  Thicket density is a new measure of the complexity of a set system, having
the same relationship to stable formulas that VC density has to NIP formulas.
It satisfies a Sauer-Shelah type dichotomy that has applications in both model
theory and the theory of algorithms
",FALSE,FALSE,TRUE,FALSE
"  This note is a collection of several discussions of the paper ""Beyond
subjective and objective in statistics"", read by A. Gelman and C. Hennig to the
Royal Statistical Society on April 12, 2017, and to appear in the Journal of
the Royal Statistical Society, Series A.
",FALSE,FALSE,FALSE,TRUE
"  The paper deals with a construction of a separating system of rational
invariants for finite dimensional generic algebras. In the process of dealing
an approach to a rough classification of finite dimensional algebras is offered
by attaching them some quadratic forms.
",FALSE,FALSE,TRUE,FALSE
"  The space of Kähler potentials in a compact Kähler manifold, endowed with
Mabuchi's metric, is an infinite dimensional Riemannian manifold. We
characterize local isometries between spaces of Kähler potentials, and prove
existence and uniqueness for such isometries.
",FALSE,FALSE,TRUE,FALSE
"  We study the Kepler metrics on Kepler manifolds from the point of view of
Sasakian geometry and Hessian geometry. This establishes a link between the
problem of classical gravity and the modern geometric methods in the study of
AdS/CFT correspondence in string theory.
",FALSE,FALSE,TRUE,FALSE
"  An elementary rheory of concatenation is introduced and used to establish
mutual interpretability of Robinson arithmetic, Minimal Predicative Set Theory,
the quantifier-free part of Kirby's finitary set theory, and Adjunctive Set
Theory, with or without extensionality.
",FALSE,FALSE,TRUE,FALSE
"  Using quantum representations of mapping class groups we prove that profinite
completions of Burnside-type surface group quotients are not virtually
prosolvable, in general. Further, we construct infinitely many finite simple
characteristic quotients of surface groups.
",FALSE,FALSE,TRUE,FALSE
"  We study a class of one-dimensional classical fluids with penetrable
particles interacting through positive, purely repulsive, pair-potentials.
Starting from some lower bounds to the total potential energy, we draw results
on the thermodynamic limit of the given model.
",FALSE,TRUE,TRUE,FALSE
"  In this paper we establish the best constant of an anisotropic
Gagliardo-Nirenberg-type inequality related to the
Benjamin-Ono-Zakharov-Kuznetsov equation. As an application of our results, we
prove the uniform bound of solutions for such a equation in the energy space.
",FALSE,FALSE,TRUE,FALSE
"  In this work we characterize the combinatorial metrics admitting a
MacWilliams-type identity and describe the group of linear isometries of such
metrics. Considering coverings that are not connected, we classify the metrics
satisfying the MacWilliams extension property.
",TRUE,FALSE,FALSE,FALSE
"  Neural networks are known to be vulnerable to adversarial examples. In this
note, we evaluate the two white-box defenses that appeared at CVPR 2018 and
find they are ineffective: when applying existing techniques, we can reduce the
accuracy of the defended models to 0%.
",FALSE,FALSE,FALSE,TRUE
"  We describe nef vector bundles on a projective space with first Chern class
three and second Chern class eight over an algebraically closed field of
characteristic zero by giving them a minimal resolution in terms of a full
strong exceptional collection of line bundles.
",FALSE,FALSE,TRUE,FALSE
"  As the title suggests, we will describe (and justify through the presentation
of some of the relevant mathematics) prediction methodologies for sensor
measurements. This exposition will mainly be concerned with the mathematics
related to modeling the sensor measurements.
",TRUE,FALSE,FALSE,FALSE
"  The principle of material frame indifference is shown to be incompatible with
the basic balance laws of continuum mechanics. In its role of providing
constraints on possible constitutive prescriptions it must be replaced by the
classical principle of Galilean invariance.
",FALSE,TRUE,FALSE,FALSE
"  This paper develops a Carleman type estimate for immersed surface in
Euclidean space at infinity. With this estimate, we obtain an unique
continuation property for harmonic functions on immersed surfaces vanishing at
infinity, which leads to rigidity results in geometry.
",FALSE,FALSE,TRUE,FALSE
"  We show that 2-dimensional systolic complexes are quasi-isometric to quadric
complexes with flat intervals. We use this fact along with the weight function
of Brodzki, Campbell, Guentner, Niblo and Wright to prove that 2-dimensional
systolic complexes satisfy Property A.
",FALSE,FALSE,TRUE,FALSE
"  This paper illustrates how to calculate the moments and cumulants of the
two-stage Mann-Whitney statistic. These results may be used to calculate the
asymptotic critical values of the two-stage Mann-Whitney test. In this paper, a
large amount of deductions will be showed.
",FALSE,FALSE,FALSE,TRUE
"  We obtain restrictions on the persistence barcodes of Laplace-Beltrami
eigenfunctions and their linear combinations on compact surfaces with
Riemannian metrics. Some applications to uniform approximation by linear
combinations of Laplace eigenfunctions are also discussed.
",FALSE,FALSE,TRUE,FALSE
"  We present an elementary proof of a conjecture proposed by I. Rasa in 2017
which is an inequality involving Bernstein basis polynomials and convex
functions. It was affirmed in positive by A. Komisarski and T. Rajba very
recently by the use of stochastic convex orderings.
",FALSE,FALSE,TRUE,FALSE
"  We prove that the Teichmüller space of surfaces with given boundary lengths
equipped with the arc metric (resp. the Teichmüller metric) is almost
isometric to the Teichmüller space of punctured surfaces equipped with the
Thurston metric (resp. the Teichmüller metric).
",FALSE,FALSE,TRUE,FALSE
"  We completely determine all commutative semigroup varieties that are
cancellable elements of the lattice SEM of all semigroup varieties. In
particular, we prove that, for commutative varieties, the properties of being
cancellable and modular elements of SEM are equivalent.
",FALSE,FALSE,TRUE,FALSE
"  We give a description of the weighted Reed-Muller codes over a prime field in
a modular algebra. A description of the homogeneous Reed-Muller codes in the
same ambient space is presented for the binary case. A decoding procedure using
the Landrock-Manz method is developed.
",TRUE,FALSE,TRUE,FALSE
"  We prove that, under mild assumptions, a lattice in a product of semi-simple
Lie group and a totally disconnected locally compact group is, in a certain
sense, arithmetic. We do not assume the lattice to be finitely generated or the
ambient group to be compactly generated.
",FALSE,FALSE,TRUE,FALSE
"  The main purpose of this macro-study is to shed light on the broad impact of
books. For this purpose, the impact of a very large collection of books has
been analyzed by using PlumX, an analytical tool providing a great number of
different metrics provided by various tools.
",TRUE,FALSE,FALSE,FALSE
